fecha,producto,categoria,cantidad,precio_unitario,canal,vendedor,cliente_id,revenue
2024-02-05 00:00:00.000000,Silla,Hogar,3,157.16,Tienda,Luis,1212,471.48
2024-01-28 00:00:00.000000,Mesa,Hogar,4,283.01,Online,Ana,1681,1132.04
2024-03-10 00:00:00.000000,Silla,Hogar,1,139.89,Online,Juan,1057,139.89
2024-06-14 00:00:00.000000,Teclado,Tecnología,3,52.44,Online,Carlos,1654,157.32
2024-02-25 00:00:00.000000,Notebook,Tecnología,4,1096.48,Tienda,Ana,1962,4385.92
2024-02-14 00:00:00.000000,Mesa,Hogar,1,276.57,Online,Luis,1221,276.57
2024-04-07 00:00:00.000000,Monitor,Tecnología,4,422.4,Tienda,Juan,1040,1689.6
2024-04-29 00:00:00.000000,Teclado,Tecnología,2,47.43,Online,Luis,1852,94.86
2024-04-12 00:00:00.000000,Teclado,Tecnología,4,46.96,Online,Sofía,1204,187.84
2024-04-15 00:00:00.000000,Notebook,Tecnología,3,1183.31,Online,Ana,1103,3549.93
2024-01-21 00:00:00.000000,Teclado,Tecnología,2,50.91,Tienda,Juan,1966,101.82
2024-05-09 00:00:00.000000,Silla,Hogar,3,146.12,Tienda,Juan,1481,438.36
2024-01-22 00:00:00.000000,Monitor,Tecnología,3,378.12,Online,Juan,1926,1134.3600000000001
2024-04-29 00:00:00.000000,Lámpara,Hogar,4,58.08,Online,Juan,1008,232.32
2024-04-10 00:00:00.000000,Mesa,Hogar,1,293.07,Online,Juan,1282,293.07
2024-05-05 00:00:00.000000,Mesa,Hogar,4,316.95,Tienda,Luis,1626,1267.8
2024-01-04 00:00:00.000000,Monitor,Tecnología,3,416.45,Tienda,Luis,1100,1249.35
2024-01-16 00:00:00.000000,Mouse,Tecnología,1,21.42,Online,Carlos,1752,21.42
2024-01-13 00:00:00.000000,Silla,Hogar,2,150.97,Tienda,Carlos,1658,301.94
2024-03-21 00:00:00.000000,Mouse,Tecnología,3,21.66,Tienda,Juan,1734,64.98
2024-06-24 00:00:00.000000,Teclado,Tecnología,3,50.43,Online,Ana,1821,151.29
2024-04-28 00:00:00.000000,Teclado,Tecnología,1,53.62,Tienda,Carlos,1366,53.62
2024-02-01 00:00:00.000000,Notebook,Tecnología,4,1105.06,Tienda,Juan,1603,4420.24
2024-06-21 00:00:00.000000,Auriculares,Tecnología,1,83.95,Tienda,Juan,1377,83.95
2024-06-02 00:00:00.000000,Notebook,Tecnología,3,1273.91,Online,Juan,1434,3821.7300000000005
2024-06-06 00:00:00.000000,Lámpara,Hogar,3,63.06,Tienda,Sofía,1288,189.18
2024-03-04 00:00:00.000000,Monitor,Tecnología,4,419.32,Online,Luis,1917,1677.28
2024-01-01 00:00:00.000000,Auriculares,Tecnología,4,82.35,Tienda,Juan,1898,329.4
2024-03-31 00:00:00.000000,Mouse,Tecnología,1,20.62,Tienda,Sofía,1545,20.62
2024-03-04 00:00:00.000000,Silla,Hogar,4,158.23,Tienda,Juan,1707,632.92
2024-04-12 00:00:00.000000,Mesa,Hogar,1,284.94,Online,Ana,1739,284.94
2024-01-13 00:00:00.000000,Lámpara,Hogar,1,57.69,Online,Luis,1083,57.69
2024-03-17 00:00:00.000000,Auriculares,Tecnología,1,77.72,Online,Luis,1509,77.72
2024-05-01 00:00:00.000000,Auriculares,Tecnología,4,77.06,Tienda,Sofía,1253,308.24
2024-06-26 00:00:00.000000,Silla,Hogar,4,143.72,Online,Ana,1248,574.88
2024-03-10 00:00:00.000000,Teclado,Tecnología,4,49.98,Online,Sofía,1898,199.92
2024-03-25 00:00:00.000000,Auriculares,Tecnología,2,74.16,Online,Carlos,1171,148.32
2024-01-25 00:00:00.000000,Mouse,Tecnología,4,21.74,Tienda,Carlos,1775,86.96
2024-05-02 00:00:00.000000,Mesa,Hogar,2,304.39,Tienda,Juan,1969,608.78
2024-04-14 00:00:00.000000,Notebook,Tecnología,1,1191.57,Tienda,Juan,1657,1191.57
2024-03-24 00:00:00.000000,Notebook,Tecnología,4,1172.93,Tienda,Ana,1892,4691.72
2024-04-03 00:00:00.000000,Silla,Hogar,3,155.69,Tienda,Ana,1912,467.07
2024-03-15 00:00:00.000000,Mouse,Tecnología,4,18.61,Tienda,Luis,1343,74.44
2024-05-17 00:00:00.000000,Monitor,Tecnología,4,417.24,Online,Sofía,1289,1668.96
2024-01-22 00:00:00.000000,Lámpara,Hogar,2,54.59,Online,Luis,1638,109.18
2024-05-29 00:00:00.000000,Mesa,Hogar,4,329.46,Online,Carlos,1997,1317.84
2024-03-19 00:00:00.000000,Lámpara,Hogar,1,59.62,Tienda,Ana,1407,59.62
2024-04-15 00:00:00.000000,Lámpara,Hogar,1,62.51,Tienda,Sofía,1689,62.51
2024-05-14 00:00:00.000000,Mouse,Tecnología,4,21.74,Online,Sofía,1399,86.96
2024-02-03 00:00:00.000000,Monitor,Tecnología,3,368.31,Tienda,Juan,1809,1104.93
2024-04-30 00:00:00.000000,Mesa,Hogar,3,270.23,Tienda,Juan,1193,810.69
2024-03-26 00:00:00.000000,Teclado,Tecnología,2,52.15,Tienda,Sofía,1086,104.3
2024-06-04 00:00:00.000000,Monitor,Tecnología,2,436.96,Tienda,Luis,1015,873.92
2024-03-28 00:00:00.000000,Lámpara,Hogar,2,62.15,Online,Carlos,1680,124.3
2024-05-11 00:00:00.000000,Notebook,Tecnología,3,1118.29,Online,Juan,1274,3354.87
2024-05-30 00:00:00.000000,Auriculares,Tecnología,1,86.12,Tienda,Sofía,1583,86.12
2024-01-03 00:00:00.000000,Notebook,Tecnología,1,1246.01,Tienda,Sofía,1591,1246.01
2024-03-24 00:00:00.000000,Silla,Hogar,3,139.06,Online,Carlos,1724,417.18
2024-04-30 00:00:00.000000,Silla,Hogar,2,160.03,Tienda,Ana,1711,320.06
2024-02-03 00:00:00.000000,Notebook,Tecnología,2,1094.61,Tienda,Juan,1052,2189.22
2024-06-23 00:00:00.000000,Lámpara,Hogar,2,58.2,Tienda,Ana,1286,116.4
2024-03-04 00:00:00.000000,Notebook,Tecnología,3,1304.59,Online,Juan,1452,3913.7699999999995
2024-04-23 00:00:00.000000,Silla,Hogar,3,135.13,Tienda,Ana,1792,405.39
2024-03-29 00:00:00.000000,Monitor,Tecnología,1,383.11,Tienda,Ana,1665,383.11
2024-06-05 00:00:00.000000,Notebook,Tecnología,1,1134.0,Online,Juan,1179,1134.0
2024-05-02 00:00:00.000000,Monitor,Tecnología,1,394.19,Online,Juan,1116,394.19
2024-02-27 00:00:00.000000,Teclado,Tecnología,1,46.17,Tienda,Juan,1764,46.17
2024-05-13 00:00:00.000000,Teclado,Tecnología,3,52.52,Online,Sofía,1292,157.56
2024-05-08 00:00:00.000000,Monitor,Tecnología,1,378.81,Online,Carlos,1775,378.81
2024-01-04 00:00:00.000000,Auriculares,Tecnología,2,86.56,Online,Luis,1897,173.12
2024-01-09 00:00:00.000000,Mesa,Hogar,4,291.75,Online,Carlos,1779,1167.0
2024-01-21 00:00:00.000000,Mouse,Tecnología,3,18.1,Online,Carlos,1597,54.300000000000004
2024-02-27 00:00:00.000000,Silla,Hogar,1,146.35,Online,Luis,1400,146.35
2024-03-25 00:00:00.000000,Notebook,Tecnología,3,1227.87,Online,Juan,1939,3683.6099999999997
2024-06-11 00:00:00.000000,Auriculares,Tecnología,2,84.26,Online,Luis,1332,168.52
2024-01-20 00:00:00.000000,Mesa,Hogar,3,316.41,Online,Carlos,1511,949.23
2024-01-30 00:00:00.000000,Silla,Hogar,4,152.81,Online,Carlos,1701,611.24
2024-06-01 00:00:00.000000,Lámpara,Hogar,1,54.16,Online,Juan,1124,54.16
2024-03-13 00:00:00.000000,Mouse,Tecnología,1,18.05,Tienda,Carlos,1600,18.05
2024-02-29 00:00:00.000000,Notebook,Tecnología,1,1218.85,Online,Carlos,1949,1218.85
2024-01-26 00:00:00.000000,Teclado,Tecnología,1,51.49,Online,Luis,1422,51.49
2024-01-27 00:00:00.000000,Mouse,Tecnología,3,19.42,Tienda,Carlos,2000,58.260000000000005
2024-04-20 00:00:00.000000,Silla,Hogar,1,139.26,Online,Ana,1341,139.26
2024-05-12 00:00:00.000000,Mesa,Hogar,4,279.84,Tienda,Juan,1794,1119.36
2024-05-20 00:00:00.000000,Monitor,Tecnología,3,375.82,Online,Sofía,1988,1127.46
2024-05-09 00:00:00.000000,Notebook,Tecnología,2,1155.04,Online,Carlos,1585,2310.08
2024-01-14 00:00:00.000000,Monitor,Tecnología,3,410.49,Online,Juan,1332,1231.47
2024-03-10 00:00:00.000000,Monitor,Tecnología,4,413.16,Tienda,Juan,1079,1652.64
2024-02-10 00:00:00.000000,Mouse,Tecnología,3,21.14,Tienda,Juan,1207,63.42
2024-04-03 00:00:00.000000,Mesa,Hogar,3,301.53,Online,Luis,1287,904.5899999999999
2024-01-09 00:00:00.000000,Lámpara,Hogar,4,59.59,Online,Ana,1831,238.36
2024-01-30 00:00:00.000000,Silla,Hogar,3,160.82,Online,Juan,1101,482.46
2024-02-22 00:00:00.000000,Lámpara,Hogar,4,65.7,Tienda,Sofía,1762,262.8
2024-05-19 00:00:00.000000,Silla,Hogar,4,156.83,Online,Ana,1536,627.32
2024-01-19 00:00:00.000000,Silla,Hogar,1,159.02,Tienda,Juan,1587,159.02
2024-05-14 00:00:00.000000,Silla,Hogar,1,161.52,Online,Juan,1867,161.52
2024-01-10 00:00:00.000000,Teclado,Tecnología,2,46.81,Online,Juan,1441,93.62
2024-06-29 00:00:00.000000,Notebook,Tecnología,3,1316.59,Tienda,Juan,1796,3949.7699999999995
2024-05-09 00:00:00.000000,Mouse,Tecnología,1,18.78,Online,Sofía,1449,18.78
2024-06-05 00:00:00.000000,Monitor,Tecnología,2,431.75,Online,Sofía,1175,863.5
2024-05-05 00:00:00.000000,Notebook,Tecnología,3,1295.45,Tienda,Juan,1845,3886.3500000000004
2024-03-13 00:00:00.000000,Notebook,Tecnología,2,1198.34,Online,Juan,1189,2396.68
2024-06-25 00:00:00.000000,Auriculares,Tecnología,1,85.87,Online,Juan,1341,85.87
2024-01-30 00:00:00.000000,Notebook,Tecnología,3,1314.6,Tienda,Sofía,1364,3943.7999999999997
2024-02-03 00:00:00.000000,Mouse,Tecnología,1,18.85,Tienda,Carlos,1071,18.85
2024-05-11 00:00:00.000000,Mesa,Hogar,3,295.52,Tienda,Juan,1627,886.56
2024-05-25 00:00:00.000000,Silla,Hogar,3,156.77,Online,Ana,1858,470.31000000000006
2024-04-16 00:00:00.000000,Lámpara,Hogar,4,59.76,Online,Ana,1318,239.04
2024-06-16 00:00:00.000000,Auriculares,Tecnología,4,84.27,Tienda,Ana,1659,337.08
2024-04-03 00:00:00.000000,Monitor,Tecnología,4,382.41,Tienda,Sofía,1929,1529.64
2024-06-23 00:00:00.000000,Silla,Hogar,4,151.98,Tienda,Luis,1133,607.92
2024-03-24 00:00:00.000000,Notebook,Tecnología,2,1194.79,Tienda,Juan,1173,2389.58
2024-01-15 00:00:00.000000,Mesa,Hogar,3,299.04,Online,Juan,1107,897.1200000000001
2024-06-12 00:00:00.000000,Auriculares,Tecnología,2,77.72,Tienda,Juan,1499,155.44
2024-06-02 00:00:00.000000,Notebook,Tecnología,3,1218.67,Tienda,Juan,1804,3656.01
2024-05-13 00:00:00.000000,Notebook,Tecnología,2,1274.82,Tienda,Luis,1032,2549.64
2024-06-05 00:00:00.000000,Monitor,Tecnología,1,405.82,Online,Juan,1205,405.82
2024-05-30 00:00:00.000000,Notebook,Tecnología,2,1133.02,Online,Juan,1644,2266.04
2024-05-09 00:00:00.000000,Monitor,Tecnología,3,439.33,Online,Luis,1369,1317.99
2024-05-24 00:00:00.000000,Mouse,Tecnología,1,18.07,Tienda,Luis,1350,18.07
2024-01-23 00:00:00.000000,Auriculares,Tecnología,1,77.25,Tienda,Ana,1958,77.25
2024-05-03 00:00:00.000000,Mesa,Hogar,2,325.35,Tienda,Ana,1515,650.7
2024-01-11 00:00:00.000000,Monitor,Tecnología,3,398.44,Tienda,Juan,1343,1195.32
2024-06-07 00:00:00.000000,Auriculares,Tecnología,4,85.05,Online,Carlos,1828,340.2
2024-03-09 00:00:00.000000,Notebook,Tecnología,1,1082.16,Tienda,Ana,1910,1082.16
2024-04-21 00:00:00.000000,Lámpara,Hogar,2,59.99,Online,Ana,1431,119.98
2024-05-01 00:00:00.000000,Notebook,Tecnología,3,1273.82,Tienda,Carlos,1938,3821.46
2024-06-01 00:00:00.000000,Mouse,Tecnología,4,18.96,Online,Sofía,1625,75.84
2024-01-10 00:00:00.000000,Lámpara,Hogar,4,59.36,Online,Juan,1055,237.44
2024-02-07 00:00:00.000000,Mouse,Tecnología,4,19.45,Tienda,Juan,1343,77.8
2024-06-27 00:00:00.000000,Notebook,Tecnología,3,1251.21,Online,Luis,1212,3753.63
2024-01-31 00:00:00.000000,Auriculares,Tecnología,3,74.15,Tienda,Carlos,1029,222.45000000000002
2024-04-27 00:00:00.000000,Teclado,Tecnología,2,50.39,Online,Luis,1276,100.78
2024-05-18 00:00:00.000000,Monitor,Tecnología,3,384.48,Online,Ana,1894,1153.44
2024-03-10 00:00:00.000000,Lámpara,Hogar,2,61.19,Online,Sofía,1494,122.38
2024-02-28 00:00:00.000000,Auriculares,Tecnología,3,84.68,Online,Ana,1377,254.04000000000002
2024-06-13 00:00:00.000000,Silla,Hogar,3,141.51,Online,Ana,1970,424.53
2024-06-18 00:00:00.000000,Lámpara,Hogar,2,61.31,Tienda,Sofía,1039,122.62
2024-04-27 00:00:00.000000,Teclado,Tecnología,1,51.14,Tienda,Ana,1655,51.14
2024-02-01 00:00:00.000000,Auriculares,Tecnología,1,73.4,Online,Juan,1620,73.4
2024-01-03 00:00:00.000000,Auriculares,Tecnología,2,87.8,Tienda,Juan,1269,175.6
2024-02-12 00:00:00.000000,Mesa,Hogar,4,310.27,Tienda,Ana,1223,1241.08
2024-02-08 00:00:00.000000,Mesa,Hogar,3,286.61,Online,Juan,1656,859.83
2024-06-08 00:00:00.000000,Mesa,Hogar,2,328.14,Tienda,Juan,1910,656.28
2024-05-09 00:00:00.000000,Monitor,Tecnología,4,432.45,Tienda,Juan,1206,1729.8
2024-03-28 00:00:00.000000,Silla,Hogar,4,155.83,Tienda,Ana,1305,623.32
2024-06-08 00:00:00.000000,Silla,Hogar,1,141.91,Tienda,Sofía,1799,141.91
2024-05-20 00:00:00.000000,Notebook,Tecnología,1,1226.61,Online,Ana,1326,1226.61
2024-04-25 00:00:00.000000,Lámpara,Hogar,4,61.09,Online,Luis,1816,244.36
2024-02-08 00:00:00.000000,Mesa,Hogar,1,305.29,Tienda,Ana,1873,305.29
2024-06-27 00:00:00.000000,Notebook,Tecnología,3,1112.37,Tienda,Carlos,1287,3337.1099999999997
2024-06-20 00:00:00.000000,Mesa,Hogar,2,324.63,Tienda,Ana,1776,649.26
2024-05-20 00:00:00.000000,Monitor,Tecnología,4,364.41,Tienda,Juan,1990,1457.64
2024-02-24 00:00:00.000000,Mesa,Hogar,4,296.19,Tienda,Juan,1351,1184.76
2024-02-13 00:00:00.000000,Mouse,Tecnología,2,20.37,Tienda,Sofía,1947,40.74
2024-04-26 00:00:00.000000,Auriculares,Tecnología,4,75.0,Online,Ana,1897,300.0
2024-06-27 00:00:00.000000,Monitor,Tecnología,4,380.15,Tienda,Ana,1085,1520.6
2024-02-18 00:00:00.000000,Notebook,Tecnología,1,1173.52,Tienda,Ana,1881,1173.52
2024-04-21 00:00:00.000000,Auriculares,Tecnología,2,82.26,Tienda,Luis,1987,164.52
2024-02-14 00:00:00.000000,Monitor,Tecnología,2,410.58,Tienda,Juan,1064,821.16
2024-01-21 00:00:00.000000,Auriculares,Tecnología,2,75.69,Tienda,Luis,1423,151.38
2024-01-20 00:00:00.000000,Teclado,Tecnología,1,46.64,Online,Juan,1826,46.64
2024-06-04 00:00:00.000000,Teclado,Tecnología,1,53.98,Tienda,Juan,1646,53.98
2024-06-21 00:00:00.000000,Lámpara,Hogar,3,60.49,Online,Ana,1157,181.47
2024-06-23 00:00:00.000000,Teclado,Tecnología,2,45.58,Online,Juan,1024,91.16
2024-03-04 00:00:00.000000,Teclado,Tecnología,1,46.97,Tienda,Juan,1361,46.97
2024-05-31 00:00:00.000000,Mesa,Hogar,4,306.96,Tienda,Ana,1640,1227.84
2024-06-14 00:00:00.000000,Teclado,Tecnología,1,54.81,Tienda,Sofía,1734,54.81
2024-05-12 00:00:00.000000,Silla,Hogar,4,142.81,Online,Luis,1961,571.24
2024-04-28 00:00:00.000000,Mesa,Hogar,2,279.41,Tienda,Ana,1224,558.82
2024-02-29 00:00:00.000000,Auriculares,Tecnología,4,80.25,Tienda,Juan,1455,321.0
2024-03-13 00:00:00.000000,Auriculares,Tecnología,4,72.72,Online,Luis,1354,290.88
2024-03-12 00:00:00.000000,Notebook,Tecnología,3,1227.81,Tienda,Carlos,1155,3683.43
2024-04-20 00:00:00.000000,Silla,Hogar,3,139.59,Tienda,Luis,1626,418.77
2024-02-28 00:00:00.000000,Lámpara,Hogar,1,64.43,Online,Ana,1491,64.43
2024-06-03 00:00:00.000000,Teclado,Tecnología,3,54.14,Online,Luis,1866,162.42000000000002
2024-04-27 00:00:00.000000,Auriculares,Tecnología,1,76.85,Online,Juan,1829,76.85
2024-03-13 00:00:00.000000,Auriculares,Tecnología,1,83.08,Tienda,Ana,1503,83.08
2024-01-27 00:00:00.000000,Monitor,Tecnología,1,438.25,Online,Sofía,1600,438.25
2024-03-02 00:00:00.000000,Notebook,Tecnología,1,1288.91,Online,Ana,1163,1288.91
2024-03-03 00:00:00.000000,Lámpara,Hogar,2,60.8,Tienda,Juan,1518,121.6
2024-05-07 00:00:00.000000,Mouse,Tecnología,1,19.82,Tienda,Ana,1718,19.82
2024-05-26 00:00:00.000000,Lámpara,Hogar,3,57.91,Tienda,Luis,1066,173.73
2024-03-12 00:00:00.000000,Notebook,Tecnología,2,1210.11,Online,Sofía,1990,2420.22
2024-05-21 00:00:00.000000,Mouse,Tecnología,2,21.96,Tienda,Juan,1706,43.92
2024-06-11 00:00:00.000000,Mesa,Hogar,4,274.2,Tienda,Ana,1318,1096.8
2024-02-05 00:00:00.000000,Lámpara,Hogar,2,65.38,Online,Juan,1538,130.76
2024-02-08 00:00:00.000000,Auriculares,Tecnología,2,74.16,Online,Carlos,1890,148.32
2024-04-07 00:00:00.000000,Mesa,Hogar,3,313.04,Online,Juan,1612,939.1200000000001
2024-01-02 00:00:00.000000,Lámpara,Hogar,4,60.31,Online,Luis,1976,241.24
2024-05-25 00:00:00.000000,Mouse,Tecnología,1,20.85,Tienda,Luis,1935,20.85
2024-05-07 00:00:00.000000,Auriculares,Tecnología,3,72.71,Tienda,Ana,1260,218.13
2024-04-21 00:00:00.000000,Mesa,Hogar,1,322.54,Online,Sofía,1999,322.54
2024-04-10 00:00:00.000000,Teclado,Tecnología,4,52.61,Online,Sofía,1001,210.44
2024-05-05 00:00:00.000000,Mouse,Tecnología,2,19.86,Online,Sofía,1873,39.72
2024-06-27 00:00:00.000000,Lámpara,Hogar,2,57.11,Tienda,Juan,1805,114.22
2024-05-12 00:00:00.000000,Mesa,Hogar,1,304.32,Tienda,Juan,1762,304.32
2024-04-05 00:00:00.000000,Monitor,Tecnología,2,419.15,Tienda,Ana,1493,838.3
2024-01-15 00:00:00.000000,Teclado,Tecnología,2,53.68,Online,Ana,1966,107.36
2024-04-17 00:00:00.000000,Silla,Hogar,4,163.08,Tienda,Juan,1901,652.32
2024-04-02 00:00:00.000000,Silla,Hogar,4,162.26,Tienda,Carlos,1834,649.04
2024-03-12 00:00:00.000000,Mouse,Tecnología,1,19.84,Tienda,Carlos,1986,19.84
2024-06-07 00:00:00.000000,Notebook,Tecnología,1,1254.14,Online,Luis,1421,1254.14
2024-02-02 00:00:00.000000,Auriculares,Tecnología,2,72.59,Online,Luis,1541,145.18
2024-06-14 00:00:00.000000,Teclado,Tecnología,2,52.37,Tienda,Carlos,1729,104.74
2024-04-23 00:00:00.000000,Monitor,Tecnología,3,436.98,Tienda,Ana,1438,1310.94
2024-06-05 00:00:00.000000,Silla,Hogar,1,153.24,Tienda,Ana,1326,153.24
2024-01-31 00:00:00.000000,Silla,Hogar,4,158.65,Online,Carlos,1731,634.6
2024-02-23 00:00:00.000000,Auriculares,Tecnología,4,82.83,Tienda,Carlos,1962,331.32
2024-01-15 00:00:00.000000,Teclado,Tecnología,3,48.56,Tienda,Carlos,1336,145.68
2024-01-31 00:00:00.000000,Notebook,Tecnología,4,1238.4,Online,Luis,1054,4953.6
2024-06-21 00:00:00.000000,Mesa,Hogar,4,303.86,Online,Sofía,1843,1215.44
2024-05-09 00:00:00.000000,Monitor,Tecnología,3,400.82,Online,Carlos,1156,1202.46
2024-05-20 00:00:00.000000,Auriculares,Tecnología,4,78.68,Online,Luis,1997,314.72
2024-01-31 00:00:00.000000,Mouse,Tecnología,1,19.71,Tienda,Carlos,1449,19.71
2024-02-06 00:00:00.000000,Mouse,Tecnología,1,19.75,Tienda,Sofía,1556,19.75
2024-02-17 00:00:00.000000,Silla,Hogar,1,150.26,Online,Juan,1068,150.26
2024-02-26 00:00:00.000000,Silla,Hogar,1,147.34,Tienda,Ana,1341,147.34
2024-06-16 00:00:00.000000,Silla,Hogar,3,137.9,Tienda,Ana,1934,413.70000000000005
2024-06-24 00:00:00.000000,Mesa,Hogar,4,326.35,Online,Juan,1765,1305.4
2024-04-15 00:00:00.000000,Teclado,Tecnología,3,46.76,Tienda,Ana,1420,140.28
2024-05-20 00:00:00.000000,Auriculares,Tecnología,3,87.49,Online,Sofía,1174,262.46999999999997
2024-03-11 00:00:00.000000,Teclado,Tecnología,1,54.6,Tienda,Juan,1432,54.6
2024-04-23 00:00:00.000000,Mesa,Hogar,3,284.73,Online,Luis,1573,854.19
2024-01-10 00:00:00.000000,Teclado,Tecnología,2,50.24,Tienda,Juan,1944,100.48
2024-01-09 00:00:00.000000,Monitor,Tecnología,2,439.03,Tienda,Luis,1283,878.06
2024-02-17 00:00:00.000000,Lámpara,Hogar,1,55.7,Online,Ana,1332,55.7
2024-02-29 00:00:00.000000,Teclado,Tecnología,3,46.25,Tienda,Juan,1826,138.75
2024-06-16 00:00:00.000000,Auriculares,Tecnología,1,79.43,Online,Luis,1537,79.43
2024-04-28 00:00:00.000000,Silla,Hogar,4,139.02,Online,Ana,1331,556.08
2024-03-18 00:00:00.000000,Auriculares,Tecnología,3,75.2,Tienda,Ana,1002,225.60000000000002
2024-04-20 00:00:00.000000,Silla,Hogar,2,160.05,Tienda,Luis,1805,320.1
2024-05-15 00:00:00.000000,Monitor,Tecnología,3,405.37,Online,Sofía,1002,1216.1100000000001
2024-05-14 00:00:00.000000,Monitor,Tecnología,2,407.19,Online,Sofía,1304,814.38
2024-06-14 00:00:00.000000,Mouse,Tecnología,2,20.01,Tienda,Luis,1880,40.02
2024-05-01 00:00:00.000000,Monitor,Tecnología,3,398.12,Online,Carlos,1141,1194.3600000000001
2024-03-17 00:00:00.000000,Silla,Hogar,1,142.45,Online,Sofía,1559,142.45
2024-01-12 00:00:00.000000,Silla,Hogar,2,137.63,Online,Luis,1160,275.26
2024-04-28 00:00:00.000000,Auriculares,Tecnología,3,84.08,Online,Juan,1783,252.24
2024-06-03 00:00:00.000000,Teclado,Tecnología,2,46.28,Tienda,Ana,1493,92.56
2024-01-26 00:00:00.000000,Auriculares,Tecnología,1,73.36,Online,Luis,1351,73.36
2024-05-16 00:00:00.000000,Notebook,Tecnología,1,1137.02,Online,Juan,1971,1137.02
2024-03-22 00:00:00.000000,Monitor,Tecnología,4,405.36,Tienda,Ana,1189,1621.44
2024-02-15 00:00:00.000000,Silla,Hogar,1,159.67,Online,Ana,1608,159.67
2024-01-01 00:00:00.000000,Teclado,Tecnología,1,46.57,Online,Luis,1855,46.57
2024-06-12 00:00:00.000000,Notebook,Tecnología,4,1300.36,Tienda,Juan,1680,5201.44
2024-06-04 00:00:00.000000,Monitor,Tecnología,4,377.17,Online,Sofía,1311,1508.68
2024-01-03 00:00:00.000000,Teclado,Tecnología,1,45.98,Tienda,Luis,1755,45.98
2024-05-27 00:00:00.000000,Mouse,Tecnología,2,19.43,Online,Luis,1328,38.86
2024-06-26 00:00:00.000000,Auriculares,Tecnología,1,74.27,Tienda,Ana,1266,74.27
2024-04-07 00:00:00.000000,Mouse,Tecnología,1,18.09,Tienda,Ana,1227,18.09
2024-05-14 00:00:00.000000,Mouse,Tecnología,2,21.55,Tienda,Juan,1343,43.1
2024-04-25 00:00:00.000000,Notebook,Tecnología,4,1279.68,Online,Carlos,1205,5118.72
2024-06-23 00:00:00.000000,Monitor,Tecnología,2,380.48,Online,Ana,1363,760.96
2024-01-23 00:00:00.000000,Auriculares,Tecnología,3,85.09,Tienda,Carlos,1754,255.27
2024-04-01 00:00:00.000000,Lámpara,Hogar,4,56.3,Tienda,Ana,1227,225.2
2024-01-20 00:00:00.000000,Auriculares,Tecnología,1,86.25,Tienda,Juan,1279,86.25
2024-04-15 00:00:00.000000,Mouse,Tecnología,4,21.92,Tienda,Luis,1718,87.68
2024-03-12 00:00:00.000000,Mesa,Hogar,3,326.6,Online,Ana,1904,979.8000000000001
2024-01-04 00:00:00.000000,Teclado,Tecnología,3,51.07,Tienda,Sofía,1349,153.21
2024-05-04 00:00:00.000000,Lámpara,Hogar,4,57.63,Tienda,Ana,1093,230.52
2024-04-13 00:00:00.000000,Mesa,Hogar,1,279.81,Tienda,Luis,1333,279.81
2024-05-13 00:00:00.000000,Lámpara,Hogar,4,65.57,Online,Juan,1333,262.28
